sample_row_id,model,source,loc,token_count,ast_node_count,ast_max_depth,cyclomatic_complexity,function_count,loop_count,if_count,call_count
train:103897,gpt,gh,4.0,25.0,16.0,6.0,1.0,1.0,0.0,0.0,1.0
train:137078,llama3.1,lc,2.0,40.0,39.0,12.0,2.0,1.0,0.0,0.0,5.0
train:42671,human,gh,8.0,57.0,44.0,8.0,1.0,1.0,0.0,0.0,1.0
train:115988,llama3.1,gh,23.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:112736,nxcode,gh,3.0,28.0,18.0,6.0,1.0,1.0,0.0,0.0,1.0
train:6569,human,gh,21.0,207.0,196.0,11.0,5.0,1.0,3.0,1.0,12.0
train:106282,codellama,gh,3.0,34.0,26.0,8.0,2.0,1.0,0.0,0.0,0.0
train:43825,human,gh,5.0,39.0,32.0,7.0,1.0,1.0,0.0,0.0,3.0
train:31409,human,gh,3.0,31.0,20.0,5.0,1.0,1.0,0.0,0.0,1.0
train:36747,human,gh,6.0,41.0,30.0,8.0,2.0,1.0,1.0,0.0,3.0
train:81885,human,cf,41.0,326.0,338.0,11.0,11.0,0.0,5.0,2.0,23.0
train:47316,human,gh,34.0,282.0,222.0,12.0,3.0,3.0,0.0,2.0,13.0
train:42434,human,gh,10.0,98.0,73.0,8.0,3.0,1.0,0.0,2.0,3.0
train:64845,human,cf,59.0,264.0,204.0,10.0,8.0,1.0,2.0,4.0,12.0
train:40044,human,gh,4.0,31.0,26.0,6.0,1.0,1.0,0.0,0.0,1.0
train:113620,codellama,gh,3.0,13.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0
train:18552,human,gh,28.0,109.0,75.0,9.0,5.0,1.0,0.0,2.0,4.0
train:97351,codellama,gh,7.0,47.0,35.0,8.0,1.0,1.0,0.0,0.0,3.0
train:47840,human,gh,96.0,552.0,457.0,12.0,15.0,1.0,1.0,6.0,39.0
train:71684,human,cf,12.0,62.0,45.0,7.0,3.0,0.0,1.0,1.0,7.0
train:93325,codellama,cf,37.0,169.0,143.0,9.0,7.0,1.0,3.0,1.0,4.0
train:98460,gpt,gh,6.0,40.0,30.0,9.0,1.0,1.0,0.0,0.0,3.0
train:3222,human,gh,20.0,194.0,162.0,10.0,7.0,1.0,1.0,4.0,6.0
train:147163,codellama,lc,2.0,21.0,11.0,5.0,1.0,1.0,0.0,0.0,0.0
train:52108,human,gh,9.0,61.0,46.0,7.0,1.0,1.0,0.0,0.0,3.0
train:134284,llama3.1,lc,9.0,87.0,104.0,9.0,4.0,1.0,0.0,0.0,9.0
train:132927,llama3.1,lc,9.0,81.0,76.0,10.0,2.0,1.0,0.0,1.0,3.0
train:173167,codellama,lc,12.0,89.0,81.0,10.0,5.0,1.0,1.0,3.0,3.0
train:16250,human,gh,17.0,124.0,96.0,8.0,5.0,1.0,0.0,4.0,10.0
train:175087,codellama,lc,13.0,111.0,87.0,10.0,4.0,2.0,2.0,1.0,8.0
train:39262,human,gh,13.0,83.0,61.0,9.0,5.0,1.0,0.0,1.0,3.0
train:131989,nxcode,lc,7.0,44.0,34.0,6.0,2.0,1.0,1.0,0.0,2.0
train:127780,nxcode,lc,16.0,130.0,116.0,8.0,6.0,1.0,5.0,0.0,9.0
train:117563,qwen1.5,gh,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:84966,human,cf,34.0,201.0,169.0,11.0,10.0,0.0,4.0,2.0,12.0
train:147073,codellama,lc,22.0,130.0,110.0,12.0,3.0,0.0,2.0,0.0,11.0
train:22988,human,gh,14.0,91.0,69.0,8.0,2.0,1.0,0.0,1.0,4.0
train:34921,human,gh,5.0,40.0,34.0,6.0,1.0,1.0,0.0,0.0,3.0
train:64587,human,cf,52.0,279.0,257.0,13.0,5.0,0.0,2.0,2.0,22.0
train:142928,llama3.1,lc,8.0,61.0,48.0,8.0,2.0,1.0,0.0,1.0,5.0
train:10376,human,gh,9.0,59.0,37.0,6.0,1.0,1.0,0.0,0.0,2.0
train:98271,codellama,gh,3.0,16.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0
train:89621,codellama,cf,30.0,244.0,237.0,10.0,11.0,1.0,4.0,3.0,19.0
train:174795,codellama,lc,7.0,52.0,48.0,5.0,1.0,0.0,0.0,0.0,4.0
train:122635,nxcode,lc,4.0,36.0,28.0,6.0,2.0,1.0,1.0,0.0,2.0
train:25554,human,gh,7.0,51.0,40.0,7.0,2.0,1.0,0.0,1.0,4.0
train:102270,codellama,gh,3.0,16.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0
train:47000,human,gh,3.0,41.0,29.0,8.0,1.0,1.0,0.0,0.0,1.0
train:13259,human,gh,12.0,85.0,67.0,8.0,4.0,1.0,1.0,1.0,5.0
train:101719,qwen1.5,gh,8.0,27.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0
train:176190,codellama,lc,7.0,26.0,19.0,5.0,1.0,0.0,0.0,0.0,1.0
train:168333,codellama,lc,2.0,24.0,16.0,5.0,1.0,1.0,0.0,0.0,1.0
train:10616,human,gh,18.0,176.0,146.0,10.0,9.0,1.0,0.0,3.0,8.0
train:45622,human,gh,7.0,56.0,48.0,7.0,2.0,1.0,0.0,1.0,2.0
train:136764,llama3.1,lc,6.0,42.0,37.0,6.0,1.0,0.0,0.0,0.0,4.0
train:165740,codellama,lc,10.0,133.0,151.0,10.0,3.0,1.0,2.0,0.0,6.0
train:5032,human,gh,22.0,128.0,108.0,7.0,4.0,1.0,1.0,2.0,5.0
train:24224,human,gh,14.0,140.0,120.0,11.0,2.0,2.0,0.0,0.0,10.0
train:75647,human,cf,49.0,225.0,178.0,9.0,7.0,0.0,3.0,3.0,22.0
train:26753,human,gh,7.0,59.0,53.0,9.0,2.0,1.0,0.0,0.0,3.0
train:137528,llama3.1,lc,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:95100,gpt,gh,10.0,51.0,38.0,6.0,2.0,1.0,1.0,0.0,2.0
train:59756,human,cf,1444.0,6617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:89581,gpt,cf,17.0,103.0,88.0,7.0,4.0,1.0,2.0,0.0,10.0
train:10733,human,gh,19.0,145.0,129.0,10.0,5.0,1.0,0.0,1.0,7.0
train:14117,human,gh,12.0,69.0,46.0,8.0,3.0,2.0,0.0,0.0,4.0
train:165417,codellama,lc,5.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:151063,qwen1.5,lc,5.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:13059,human,gh,21.0,185.0,156.0,11.0,8.0,1.0,0.0,5.0,6.0
train:111423,llama3.1,gh,6.0,54.0,42.0,7.0,3.0,1.0,1.0,1.0,1.0
train:59294,human,cf,139.0,830.0,715.0,11.0,13.0,6.0,3.0,6.0,55.0
train:139298,llama3.1,lc,11.0,66.0,56.0,6.0,1.0,1.0,0.0,0.0,6.0
train:100942,gpt,gh,11.0,52.0,29.0,6.0,1.0,1.0,0.0,0.0,1.0
train:177158,codellama,lc,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:75238,human,cf,99.0,785.0,748.0,11.0,22.0,5.0,9.0,7.0,45.0
train:154068,qwen1.5,lc,17.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:158474,qwen1.5,lc,3.0,21.0,15.0,6.0,1.0,1.0,0.0,0.0,1.0
train:19248,human,gh,27.0,200.0,175.0,12.0,3.0,1.0,0.0,2.0,11.0
train:40719,human,gh,15.0,152.0,123.0,12.0,6.0,1.0,1.0,4.0,13.0
train:65544,human,cf,59.0,172.0,133.0,9.0,7.0,0.0,2.0,3.0,9.0
train:157798,qwen1.5,lc,12.0,86.0,76.0,9.0,4.0,1.0,2.0,1.0,6.0
train:56189,human,cf,288.0,2423.0,2129.0,12.0,58.0,28.0,28.0,25.0,89.0
train:155674,qwen1.5,lc,7.0,68.0,46.0,5.0,1.0,0.0,0.0,0.0,2.0
train:74547,human,cf,10.0,82.0,70.0,9.0,6.0,0.0,1.0,4.0,9.0
train:97598,qwen1.5,gh,9.0,43.0,33.0,8.0,1.0,1.0,0.0,0.0,2.0
train:167900,codellama,lc,11.0,96.0,88.0,8.0,6.0,1.0,2.0,1.0,5.0
train:62360,human,cf,81.0,371.0,348.0,14.0,17.0,0.0,2.0,9.0,28.0
train:35303,human,gh,9.0,97.0,91.0,9.0,4.0,1.0,1.0,2.0,6.0
train:129882,nxcode,lc,27.0,127.0,100.0,9.0,6.0,2.0,2.0,1.0,8.0
train:151984,qwen1.5,lc,17.0,65.0,54.0,6.0,1.0,1.0,0.0,0.0,3.0
train:38403,human,gh,31.0,208.0,177.0,9.0,11.0,1.0,1.0,5.0,11.0
train:34950,human,gh,31.0,190.0,151.0,9.0,9.0,1.0,4.0,4.0,10.0
train:145121,llama3.1,lc,2.0,38.0,41.0,9.0,2.0,0.0,0.0,0.0,5.0
train:62447,human,cf,27.0,93.0,64.0,10.0,3.0,0.0,1.0,1.0,10.0
train:95097,llama3.1,gh,13.0,81.0,54.0,8.0,6.0,1.0,1.0,2.0,4.0
train:111883,qwen1.5,gh,2.0,21.0,11.0,5.0,1.0,1.0,0.0,0.0,0.0
train:171260,codellama,lc,4.0,24.0,14.0,6.0,1.0,1.0,0.0,0.0,1.0
train:78534,human,cf,93.0,1026.0,1150.0,12.0,23.0,1.0,7.0,10.0,38.0
train:10303,human,gh,43.0,414.0,368.0,12.0,15.0,1.0,3.0,9.0,12.0
train:158232,qwen1.5,lc,41.0,222.0,210.0,10.0,11.0,1.0,3.0,5.0,6.0
train:97924,nxcode,gh,28.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:62826,human,cf,21.0,90.0,82.0,9.0,2.0,0.0,1.0,0.0,10.0
train:153272,qwen1.5,lc,25.0,184.0,178.0,11.0,8.0,1.0,6.0,1.0,7.0
train:44011,human,gh,11.0,73.0,59.0,9.0,3.0,1.0,0.0,0.0,5.0
train:103202,gpt,gh,19.0,93.0,70.0,7.0,1.0,1.0,0.0,0.0,4.0
train:138725,llama3.1,lc,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:7583,human,gh,9.0,55.0,37.0,7.0,2.0,2.0,0.0,1.0,2.0
train:82781,human,cf,201.0,779.0,609.0,11.0,19.0,6.0,6.0,7.0,37.0
train:67043,human,cf,55.0,282.0,235.0,9.0,9.0,2.0,2.0,4.0,19.0
train:130827,nxcode,lc,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:4380,human,gh,20.0,94.0,68.0,8.0,3.0,2.0,0.0,1.0,7.0
train:38121,human,gh,10.0,69.0,58.0,8.0,3.0,1.0,1.0,1.0,6.0
train:172054,codellama,lc,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:23820,human,gh,7.0,60.0,46.0,8.0,2.0,2.0,0.0,0.0,3.0
train:86541,human,cf,7.0,57.0,50.0,6.0,2.0,0.0,0.0,0.0,3.0
train:152386,qwen1.5,lc,49.0,164.0,179.0,33.0,2.0,1.0,0.0,1.0,0.0
train:107139,gpt,gh,6.0,26.0,17.0,5.0,1.0,1.0,0.0,0.0,0.0
train:119426,nxcode,lc,14.0,110.0,107.0,12.0,8.0,1.0,2.0,2.0,0.0
train:27996,human,gh,14.0,134.0,121.0,10.0,7.0,1.0,0.0,3.0,3.0
train:7331,human,gh,15.0,119.0,97.0,14.0,7.0,1.0,1.0,1.0,7.0
train:52410,human,gh,4.0,53.0,48.0,11.0,2.0,1.0,0.0,0.0,4.0
train:73976,human,cf,60.0,318.0,297.0,10.0,8.0,1.0,3.0,1.0,22.0
train:123493,nxcode,lc,14.0,195.0,198.0,11.0,7.0,1.0,3.0,1.0,12.0
train:114758,llama3.1,gh,5.0,30.0,37.0,8.0,2.0,1.0,0.0,0.0,0.0
train:3946,human,gh,31.0,213.0,179.0,7.0,2.0,1.0,0.0,1.0,18.0
train:154321,qwen1.5,lc,49.0,377.0,338.0,11.0,13.0,3.0,3.0,6.0,21.0
train:59411,human,cf,35.0,243.0,225.0,13.0,4.0,3.0,3.0,0.0,24.0
train:121876,nxcode,lc,11.0,48.0,38.0,6.0,1.0,1.0,0.0,0.0,4.0
train:45821,human,gh,72.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:135539,llama3.1,lc,11.0,83.0,76.0,8.0,1.0,1.0,0.0,0.0,8.0
train:72153,human,cf,60.0,429.0,451.0,12.0,6.0,0.0,3.0,1.0,24.0
train:162090,qwen1.5,lc,11.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:101634,gpt,gh,40.0,203.0,189.0,7.0,1.0,1.0,0.0,0.0,8.0
train:172016,codellama,lc,4.0,26.0,18.0,5.0,2.0,0.0,0.0,1.0,3.0
train:70380,human,cf,169.0,679.0,530.0,10.0,13.0,4.0,5.0,7.0,54.0
train:75726,human,cf,10.0,89.0,88.0,8.0,4.0,0.0,1.0,2.0,9.0
train:132790,llama3.1,lc,6.0,53.0,46.0,7.0,2.0,1.0,0.0,0.0,3.0
train:31268,human,gh,94.0,585.0,495.0,10.0,9.0,1.0,0.0,6.0,42.0
train:106178,gpt,gh,9.0,51.0,28.0,8.0,3.0,1.0,0.0,0.0,1.0
train:119226,nxcode,lc,8.0,51.0,37.0,8.0,3.0,1.0,1.0,1.0,2.0
train:174304,codellama,lc,11.0,121.0,118.0,9.0,6.0,1.0,1.0,4.0,7.0
train:174917,codellama,lc,7.0,54.0,39.0,7.0,1.0,1.0,0.0,0.0,3.0
train:101,human,gh,11.0,79.0,60.0,8.0,4.0,1.0,1.0,0.0,7.0
train:109943,nxcode,gh,9.0,60.0,45.0,9.0,3.0,1.0,0.0,0.0,1.0
train:44937,human,gh,7.0,43.0,26.0,8.0,1.0,2.0,0.0,0.0,2.0
train:3559,human,gh,3.0,37.0,26.0,7.0,1.0,1.0,0.0,0.0,1.0
train:110809,gpt,gh,5.0,35.0,24.0,7.0,1.0,1.0,0.0,0.0,3.0
train:13951,human,gh,18.0,154.0,138.0,10.0,9.0,1.0,2.0,3.0,9.0
train:163897,codellama,lc,5.0,114.0,152.0,8.0,4.0,1.0,0.0,0.0,0.0
train:156317,qwen1.5,lc,30.0,221.0,197.0,12.0,8.0,2.0,3.0,4.0,10.0
train:160793,llama3.1,lc,5.0,63.0,63.0,7.0,1.0,0.0,0.0,0.0,6.0
train:44403,human,gh,6.0,64.0,53.0,8.0,2.0,1.0,1.0,0.0,3.0
train:46337,human,gh,8.0,71.0,65.0,7.0,2.0,1.0,1.0,0.0,5.0
train:176734,codellama,lc,3.0,25.0,25.0,5.0,1.0,1.0,0.0,0.0,0.0
train:155341,qwen1.5,lc,22.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:147637,qwen1.5,lc,18.0,113.0,81.0,8.0,6.0,1.0,1.0,4.0,3.0
train:101619,codellama,gh,11.0,58.0,37.0,6.0,4.0,1.0,0.0,1.0,0.0
train:132320,llama3.1,lc,11.0,85.0,91.0,9.0,4.0,1.0,1.0,1.0,1.0
train:144275,llama3.1,lc,5.0,54.0,40.0,7.0,1.0,1.0,0.0,0.0,4.0
train:133568,llama3.1,lc,4.0,32.0,28.0,8.0,1.0,0.0,0.0,0.0,3.0
train:44271,human,gh,27.0,166.0,130.0,7.0,4.0,1.0,0.0,2.0,10.0
train:114754,llama3.1,gh,15.0,75.0,56.0,7.0,1.0,1.0,0.0,0.0,3.0
train:44682,human,gh,5.0,43.0,40.0,9.0,1.0,1.0,0.0,0.0,3.0
train:91111,codellama,cf,25.0,233.0,228.0,10.0,9.0,2.0,5.0,3.0,14.0
train:158684,qwen1.5,lc,9.0,62.0,50.0,8.0,2.0,1.0,1.0,0.0,4.0
train:135752,llama3.1,lc,17.0,197.0,165.0,8.0,1.0,0.0,0.0,0.0,11.0
train:12125,human,gh,19.0,209.0,177.0,7.0,5.0,1.0,0.0,3.0,10.0
train:53910,human,gh,7.0,72.0,66.0,10.0,3.0,1.0,1.0,1.0,2.0
train:56158,human,cf,42.0,234.0,223.0,9.0,6.0,1.0,3.0,2.0,15.0
train:31587,human,gh,18.0,158.0,136.0,7.0,4.0,1.0,0.0,2.0,6.0
train:36170,human,gh,11.0,55.0,51.0,6.0,1.0,1.0,0.0,0.0,2.0
train:117800,qwen1.5,gh,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:43801,human,gh,6.0,63.0,54.0,8.0,2.0,1.0,0.0,0.0,3.0
train:30502,human,gh,33.0,179.0,160.0,7.0,9.0,1.0,0.0,4.0,10.0
train:163554,qwen1.5,lc,11.0,88.0,67.0,7.0,1.0,0.0,0.0,0.0,4.0
train:88555,human,cf,15.0,170.0,170.0,9.0,7.0,0.0,3.0,1.0,16.0
train:94815,nxcode,gh,10.0,67.0,46.0,8.0,2.0,1.0,0.0,1.0,4.0
train:144767,llama3.1,lc,9.0,76.0,84.0,9.0,3.0,1.0,0.0,0.0,8.0
train:92361,gpt,cf,55.0,382.0,372.0,10.0,12.0,1.0,5.0,5.0,31.0
train:117895,llama3.1,gh,7.0,39.0,27.0,7.0,1.0,1.0,0.0,0.0,1.0
train:126797,nxcode,lc,11.0,66.0,59.0,6.0,1.0,0.0,0.0,0.0,3.0
train:146694,codellama,lc,9.0,68.0,69.0,7.0,2.0,1.0,0.0,1.0,5.0
train:52574,human,gh,4.0,43.0,35.0,8.0,2.0,1.0,0.0,0.0,4.0
train:36089,human,gh,22.0,163.0,134.0,12.0,9.0,1.0,2.0,5.0,8.0
train:158560,qwen1.5,lc,12.0,51.0,44.0,5.0,1.0,0.0,0.0,0.0,2.0
train:114228,gpt,gh,27.0,175.0,146.0,8.0,1.0,1.0,0.0,0.0,9.0
train:161784,qwen1.5,lc,12.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:129393,nxcode,lc,2.0,27.0,22.0,8.0,2.0,1.0,0.0,0.0,1.0
train:59913,human,cf,79.0,334.0,288.0,12.0,15.0,1.0,3.0,4.0,18.0
train:154150,qwen1.5,lc,2.0,47.0,39.0,10.0,2.0,1.0,0.0,0.0,3.0
train:141477,llama3.1,lc,22.0,153.0,105.0,9.0,1.0,7.0,0.0,0.0,5.0
train:64720,human,cf,314.0,1464.0,1294.0,11.0,49.0,5.0,9.0,20.0,58.0
train:55607,human,cf,60.0,356.0,329.0,12.0,19.0,0.0,4.0,13.0,13.0
train:76428,human,cf,80.0,741.0,705.0,11.0,21.0,5.0,11.0,6.0,57.0
train:79549,human,cf,51.0,252.0,254.0,9.0,8.0,0.0,4.0,1.0,17.0
train:54441,human,gh,15.0,90.0,53.0,8.0,5.0,1.0,0.0,2.0,3.0
train:125884,nxcode,lc,10.0,64.0,45.0,6.0,1.0,1.0,0.0,0.0,1.0
train:63842,human,cf,46.0,175.0,144.0,9.0,5.0,0.0,3.0,1.0,14.0
train:165540,codellama,lc,7.0,82.0,85.0,7.0,4.0,1.0,0.0,1.0,3.0
train:114036,llama3.1,gh,8.0,48.0,34.0,6.0,2.0,1.0,0.0,1.0,1.0
train:113215,codellama,gh,4.0,13.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0
train:156413,qwen1.5,lc,29.0,171.0,159.0,9.0,4.0,1.0,1.0,2.0,3.0
train:89273,codellama,cf,7.0,53.0,50.0,8.0,2.0,1.0,1.0,0.0,1.0
train:129833,nxcode,lc,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:12995,human,gh,6.0,40.0,25.0,7.0,1.0,1.0,0.0,0.0,2.0
train:131845,nxcode,lc,7.0,44.0,31.0,5.0,1.0,0.0,0.0,0.0,2.0
train:68140,human,cf,39.0,179.0,158.0,8.0,3.0,1.0,2.0,0.0,13.0
train:18526,human,gh,4.0,36.0,30.0,9.0,2.0,1.0,0.0,0.0,2.0
train:99623,gpt,gh,29.0,187.0,145.0,9.0,8.0,1.0,0.0,7.0,10.0
train:152327,qwen1.5,lc,17.0,120.0,108.0,9.0,4.0,1.0,2.0,1.0,6.0
train:10256,human,gh,5.0,41.0,40.0,6.0,1.0,1.0,0.0,0.0,2.0
train:73041,human,cf,53.0,201.0,162.0,9.0,9.0,0.0,3.0,3.0,14.0
train:69486,human,cf,18.0,144.0,144.0,9.0,6.0,0.0,1.0,3.0,7.0
train:43173,human,gh,12.0,82.0,67.0,7.0,2.0,1.0,0.0,1.0,3.0
train:138257,llama3.1,lc,5.0,48.0,42.0,7.0,1.0,1.0,0.0,0.0,2.0
train:30777,human,gh,7.0,40.0,29.0,7.0,1.0,1.0,0.0,0.0,3.0
train:154698,qwen1.5,lc,8.0,52.0,46.0,8.0,3.0,1.0,0.0,1.0,0.0
train:53101,human,gh,84.0,695.0,614.0,12.0,8.0,1.0,0.0,5.0,38.0
train:137725,llama3.1,lc,4.0,41.0,32.0,6.0,1.0,0.0,0.0,0.0,3.0
train:28078,human,gh,29.0,238.0,190.0,8.0,4.0,1.0,0.0,3.0,10.0
train:137753,llama3.1,lc,3.0,29.0,28.0,6.0,2.0,0.0,1.0,0.0,4.0
train:10324,human,gh,4.0,40.0,35.0,8.0,1.0,1.0,0.0,0.0,1.0
train:111903,qwen1.5,gh,14.0,89.0,67.0,8.0,3.0,1.0,0.0,2.0,3.0
train:153867,qwen1.5,lc,15.0,106.0,92.0,10.0,4.0,1.0,1.0,2.0,7.0
train:75371,human,cf,88.0,751.0,661.0,11.0,13.0,8.0,5.0,6.0,47.0
train:86961,human,cf,35.0,195.0,180.0,9.0,4.0,0.0,2.0,1.0,19.0
train:163143,qwen1.5,lc,5.0,46.0,33.0,9.0,2.0,1.0,0.0,1.0,3.0
train:17166,human,gh,8.0,80.0,74.0,8.0,1.0,1.0,0.0,0.0,3.0
train:95845,gpt,gh,33.0,156.0,98.0,9.0,5.0,1.0,0.0,2.0,7.0
train:175981,codellama,lc,7.0,49.0,42.0,6.0,2.0,1.0,1.0,0.0,4.0
train:129059,nxcode,lc,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:44969,human,gh,26.0,196.0,156.0,11.0,5.0,1.0,1.0,1.0,13.0
train:166746,codellama,lc,19.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:81225,human,cf,91.0,527.0,488.0,9.0,12.0,1.0,8.0,1.0,36.0
train:88142,human,cf,27.0,172.0,139.0,13.0,7.0,1.0,2.0,1.0,16.0
train:171019,codellama,lc,8.0,79.0,70.0,10.0,1.0,1.0,0.0,0.0,6.0
train:24476,human,gh,8.0,67.0,49.0,7.0,1.0,1.0,0.0,0.0,4.0
train:72049,human,cf,103.0,525.0,445.0,12.0,23.0,1.0,8.0,10.0,27.0
train:44743,human,gh,17.0,80.0,61.0,8.0,3.0,1.0,1.0,1.0,2.0
train:135170,llama3.1,lc,40.0,339.0,313.0,10.0,11.0,3.0,3.0,6.0,11.0
train:2996,human,gh,10.0,52.0,39.0,8.0,3.0,1.0,1.0,1.0,2.0
train:42660,human,gh,5.0,41.0,30.0,7.0,2.0,1.0,0.0,1.0,2.0
train:132926,llama3.1,lc,19.0,134.0,115.0,8.0,2.0,2.0,0.0,1.0,9.0
train:34794,human,gh,6.0,50.0,36.0,8.0,4.0,1.0,0.0,2.0,2.0
train:117236,nxcode,gh,5.0,37.0,22.0,7.0,2.0,1.0,0.0,1.0,2.0
train:21237,human,gh,11.0,117.0,117.0,9.0,6.0,1.0,1.0,3.0,8.0
train:3695,human,gh,6.0,76.0,68.0,11.0,3.0,1.0,1.0,0.0,7.0
train:17405,human,gh,7.0,47.0,41.0,8.0,1.0,1.0,0.0,0.0,4.0
train:152250,qwen1.5,lc,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:165526,codellama,lc,2.0,25.0,27.0,6.0,2.0,0.0,0.0,0.0,2.0
train:48860,human,gh,20.0,114.0,87.0,11.0,4.0,1.0,0.0,2.0,9.0
train:111384,codellama,gh,8.0,36.0,23.0,8.0,2.0,1.0,0.0,1.0,2.0
train:166760,codellama,lc,20.0,134.0,106.0,8.0,4.0,3.0,1.0,2.0,8.0
train:164252,codellama,lc,23.0,265.0,288.0,11.0,10.0,1.0,3.0,3.0,7.0
train:43498,human,gh,31.0,212.0,168.0,11.0,7.0,1.0,1.0,2.0,14.0
train:155293,qwen1.5,lc,22.0,177.0,174.0,10.0,3.0,1.0,2.0,0.0,11.0
train:167121,codellama,lc,18.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:97058,qwen1.5,gh,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:88287,human,cf,74.0,319.0,250.0,9.0,6.0,4.0,4.0,0.0,22.0
train:17023,human,gh,85.0,723.0,608.0,12.0,21.0,1.0,2.0,10.0,38.0
train:16190,human,gh,5.0,45.0,43.0,7.0,3.0,1.0,0.0,1.0,2.0
train:63573,human,cf,169.0,935.0,775.0,11.0,18.0,6.0,8.0,6.0,58.0
train:7095,human,gh,11.0,89.0,69.0,8.0,2.0,1.0,0.0,1.0,4.0
train:75141,human,cf,40.0,216.0,223.0,10.0,6.0,0.0,3.0,1.0,6.0
train:100395,nxcode,gh,5.0,18.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0
train:172105,codellama,lc,7.0,44.0,35.0,6.0,3.0,1.0,1.0,1.0,1.0
train:155110,qwen1.5,lc,20.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:35970,human,gh,69.0,312.0,219.0,9.0,14.0,1.0,0.0,10.0,11.0
train:132057,llama3.1,lc,19.0,196.0,190.0,9.0,7.0,1.0,3.0,1.0,12.0
train:56187,human,cf,7.0,40.0,35.0,8.0,2.0,0.0,1.0,0.0,5.0
train:72935,human,cf,177.0,874.0,700.0,12.0,8.0,7.0,4.0,2.0,55.0
train:10898,human,gh,12.0,115.0,92.0,7.0,3.0,1.0,0.0,2.0,6.0
train:161128,llama3.1,lc,12.0,173.0,183.0,13.0,6.0,1.0,2.0,2.0,5.0
train:31003,human,gh,3.0,54.0,38.0,7.0,1.0,1.0,0.0,0.0,2.0
train:58128,human,cf,17.0,159.0,152.0,9.0,6.0,1.0,2.0,1.0,12.0
train:69219,human,cf,9.0,130.0,135.0,8.0,4.0,0.0,0.0,0.0,17.0
train:1635,human,gh,9.0,48.0,40.0,7.0,1.0,1.0,0.0,0.0,2.0
train:100133,codellama,gh,18.0,113.0,84.0,7.0,4.0,1.0,0.0,3.0,4.0
train:21679,human,gh,21.0,135.0,120.0,8.0,5.0,1.0,0.0,0.0,8.0
train:64293,human,cf,68.0,163.0,93.0,9.0,3.0,1.0,1.0,1.0,8.0
train:28131,human,gh,18.0,78.0,63.0,6.0,2.0,1.0,0.0,1.0,5.0
train:73898,human,cf,22.0,89.0,76.0,8.0,3.0,0.0,2.0,0.0,7.0
train:127737,nxcode,lc,18.0,134.0,99.0,6.0,2.0,2.0,0.0,1.0,6.0
train:59184,human,cf,232.0,971.0,780.0,11.0,24.0,5.0,7.0,14.0,39.0
train:89228,gpt,cf,29.0,270.0,273.0,12.0,9.0,1.0,5.0,1.0,16.0
train:41531,human,gh,25.0,167.0,144.0,8.0,7.0,1.0,3.0,0.0,10.0
train:134026,llama3.1,lc,14.0,98.0,93.0,8.0,5.0,1.0,1.0,3.0,0.0
train:150346,qwen1.5,lc,2.0,26.0,23.0,8.0,1.0,1.0,0.0,0.0,3.0
train:111939,codellama,gh,3.0,27.0,19.0,6.0,1.0,1.0,0.0,0.0,1.0
train:162600,qwen1.5,lc,33.0,117.0,89.0,8.0,5.0,0.0,1.0,1.0,6.0
train:157565,qwen1.5,lc,13.0,115.0,81.0,8.0,3.0,4.0,0.0,2.0,4.0
train:87371,human,cf,23.0,146.0,149.0,9.0,5.0,0.0,3.0,0.0,9.0
