sample_row_id,code_sha1,dataset_split,split_index,language,model,source,target,char_count,loc,token_count,ast_max_depth,cyclomatic_complexity
train:139904,76dbc0127834615639267382f17d11304bbd8972,train,139904,python,llama3.1,lc,ai,1004.0,46.0,358.0,7.0,10.0
train:26525,41368f16e16542d1846a28ad09774be5b19abc0a,train,26525,python,human,gh,human,465.0,14.0,123.0,8.0,2.0
train:130024,60912ab19f9d7f2a6d8f7eba3e74cd55140204aa,train,130024,python,nxcode,lc,ai,167.0,6.0,49.0,7.0,3.0
train:80478,04cfc7dd70d7f9ced3268f5ad6f1b4e760afea91,train,80478,python,human,cf,human,60.0,1.0,30.0,9.0,2.0
train:61707,f082a1788c42dd0f7964a231f3674ecd727730d1,train,61707,python,human,cf,human,3444.0,255.0,1207.0,11.0,12.0
train:89246,91ba87ca3d6cf73f97dc09075a4ee0b45031b6c9,train,89246,python,gpt,cf,ai,522.0,18.0,148.0,10.0,5.0
train:74334,7ce561a3f23b199553b462ae1a54dba5c38ddd61,train,74334,python,human,cf,human,911.0,54.0,367.0,9.0,17.0
train:72938,4d1b275791835b171afdd1bd98be5ea8e4c57aa8,train,72938,python,human,cf,human,278.0,25.0,121.0,8.0,4.0
train:70287,c1b0cf20caf0f10008d43d08a86f4b0c6eb9b1b6,train,70287,python,human,cf,human,868.0,28.0,246.0,10.0,7.0
train:128927,caedb226c461d1136ebc67ac3196be07a1a95915,train,128927,python,nxcode,lc,ai,305.0,15.0,124.0,9.0,4.0
train:144949,7f1ca51dd1963f8d43cd8410a87e68744b980f4f,train,144949,python,llama3.1,lc,ai,285.0,7.0,81.0,8.0,5.0
train:18042,dd3735d36dd2562907720246e7aea644cb57bc20,train,18042,python,human,gh,human,383.0,12.0,88.0,9.0,4.0
train:41470,b55139c53c1f0cfffa10fe0382e09ed40073ea09,train,41470,python,human,gh,human,441.0,9.0,65.0,8.0,2.0
train:133497,61ee09868687eb1a3f059eb6926e7ba2a534f5ca,train,133497,python,llama3.1,lc,ai,127.0,5.0,50.0,10.0,2.0
train:62299,32d37692c9924a20197d05cd60e4e09f3a46c59b,train,62299,python,human,cf,human,3202.0,225.0,1124.0,11.0,17.0
train:65058,1f7e49eab24c3e34f44ec040805d6c1a03737384,train,65058,python,human,cf,human,600.0,53.0,234.0,9.0,9.0
train:61820,8686eee6d99cd8514400bf34ad02e758d1354252,train,61820,python,human,cf,human,1765.0,174.0,558.0,10.0,11.0
train:150510,f6ce52a1d277a052cde6bb3f63c32e6aac556c31,train,150510,python,qwen1.5,lc,ai,852.0,32.0,231.0,12.0,10.0
train:168477,d8f951789bc0237b271efde55dc1fffa1f1ab949,train,168477,python,codellama,lc,ai,650.0,35.0,248.0,10.0,10.0
train:137238,ce67fdbe71f3de1939946a3b9a41070109628758,train,137238,python,llama3.1,lc,ai,363.0,11.0,142.0,9.0,7.0
train:97742,ce530dfaa5fd6ae1ee013291ab74b664aa31a85f,train,97742,python,qwen1.5,gh,ai,278.0,12.0,92.0,10.0,3.0
train:113461,63e4c4defed8817c017443d203a4baf28e8c5294,train,113461,python,llama3.1,gh,ai,387.0,11.0,72.0,7.0,3.0
train:50945,d4d2380be7d83a936424974c3d322beb16121f58,train,50945,python,human,gh,human,2304.0,69.0,498.0,11.0,9.0
train:127519,3a5478eac4cc13668ecd69fa200fb0609381125b,train,127519,python,nxcode,lc,ai,518.0,20.0,132.0,8.0,6.0
train:98527,12f524606f8ded12e72438fe48523afe878293df,train,98527,python,gpt,gh,ai,155.0,9.0,42.0,5.0,1.0
train:156038,0b5ca8a9a920fe8809e479140609507c0fd8350d,train,156038,python,qwen1.5,lc,ai,357.0,3.0,76.0,0.0,0.0
train:72748,f44abb13ba8f141a6925cbeca94ee81db1b417ef,train,72748,python,human,cf,human,795.0,36.0,302.0,11.0,7.0
train:108569,850c85defae02b918a53070890d8487757c37490,train,108569,python,codellama,gh,ai,70.0,4.0,18.0,3.0,1.0
train:170605,0a78bce5dd17dc0d09985e2aba39aea08902c63a,train,170605,python,codellama,lc,ai,297.0,13.0,102.0,8.0,5.0
train:143212,287e5e4f575dc0e66d0a0668b15a5dff5e1e8902,train,143212,python,llama3.1,lc,ai,291.0,10.0,97.0,9.0,3.0
train:62266,81a085f3a325474cd79d6271cbb42685c15a3e89,train,62266,python,human,cf,human,52.0,1.0,36.0,7.0,1.0
train:70524,7baf12a87f0196329d51abc5617af80f66b75c10,train,70524,python,human,cf,human,595.0,44.0,211.0,13.0,6.0
train:139327,875b9da4de62533e5f356aab18a4dc6de30e3edd,train,139327,python,llama3.1,lc,ai,129.0,4.0,43.0,8.0,1.0
train:20846,766a3a9cd0f6a708d40dac6fa3147d93bd5a1309,train,20846,python,human,gh,human,752.0,22.0,142.0,9.0,5.0
train:160719,ab77a6c9981f08e170af35d3f732c6d2243e75f7,train,160719,python,llama3.1,lc,ai,127.0,2.0,55.0,14.0,4.0
train:125142,f49a8b8ca28d64e93874c5c3ff3d65c26556d96f,train,125142,python,nxcode,lc,ai,614.0,3.0,0.0,0.0,0.0
train:118616,14fe5a0d42bfb8e346e05ec77f93464c2b5c7c7a,train,118616,python,nxcode,lc,ai,113.0,14.0,55.0,5.0,1.0
train:27602,74feb72856f8a2c604db682a1bc96cddf7e3dc87,train,27602,python,human,gh,human,21777.0,509.0,3549.0,21.0,130.0
train:125390,9787dee7e04e550f3bcd51a4ec49613d01dbf76d,train,125390,python,nxcode,lc,ai,57.0,2.0,17.0,5.0,1.0
train:160695,fc80e82c63f355df6fb52029dc08128a621be1ae,train,160695,python,llama3.1,lc,ai,169.0,6.0,45.0,6.0,1.0
train:37422,b56c6437d957d36e6976f562d5830e04ea2136a0,train,37422,python,human,gh,human,542.0,19.0,109.0,9.0,5.0
train:38676,99fc1f6c1a08db9771cb14b0d8390942b9832b9f,train,38676,python,human,gh,human,388.0,13.0,94.0,8.0,4.0
train:155805,ff10c94df866f3b16893dc4f14ed9ac8d91f9314,train,155805,python,qwen1.5,lc,ai,64.0,2.0,30.0,7.0,2.0
train:162148,b6cab56d4f5951903952946e54021472ce07c967,train,162148,python,qwen1.5,lc,ai,161.0,10.0,71.0,5.0,1.0
train:161957,d0143d8800aca4a088620c298c6146924c799c74,train,161957,python,qwen1.5,lc,ai,218.0,8.0,52.0,7.0,3.0
train:20686,e4720d30fbb85ca1a508a4448a644127ed0113f4,train,20686,python,human,gh,human,778.0,28.0,175.0,8.0,4.0
train:55826,181b81bda66bcc469f15800f95b8e08d22a79199,train,55826,python,human,cf,human,724.0,65.0,273.0,8.0,10.0
train:151051,85480c63a759335155d9fd6852eaf294e4222bb8,train,151051,python,qwen1.5,lc,ai,625.0,29.0,154.0,9.0,4.0
train:129134,3b173d0f54616bc715650aeb2418db9d4d436d1f,train,129134,python,nxcode,lc,ai,257.0,13.0,73.0,10.0,2.0
train:4124,5d7bcf4638e84ce23eab6d9500ecca428de54f57,train,4124,python,human,gh,human,1261.0,21.0,280.0,16.0,12.0
train:96710,49dbad69d80d5d1a3a1a6448d6e1623bcca2ae37,train,96710,python,gpt,gh,ai,78.0,3.0,24.0,6.0,1.0
train:141436,3e37bb7551fd3dc7938b788485c2cfd089f87ec3,train,141436,python,llama3.1,lc,ai,144.0,8.0,67.0,5.0,1.0
train:152460,ae44ab419f081518b692dd7de050d7368143b939,train,152460,python,qwen1.5,lc,ai,437.0,13.0,156.0,11.0,4.0
train:57677,b3ea26e57ea1c46195b6d7ab4aa8668c8054dda8,train,57677,python,human,cf,human,434.0,23.0,256.0,11.0,7.0
train:23706,61c7a3f423518055ab789e7e0b81423135527de9,train,23706,python,human,gh,human,235.0,8.0,53.0,8.0,3.0
train:125547,18a4142cc4a5f579d92a69355299286439c2e450,train,125547,python,nxcode,lc,ai,175.0,5.0,25.0,5.0,1.0
train:175795,f9522bcff9a32088140ad160b9962fccadd07d48,train,175795,python,codellama,lc,ai,95.0,2.0,27.0,8.0,2.0
train:146487,21ea445dcc3bad9cb8daf321a0662f20bb9a0b60,train,146487,python,codellama,lc,ai,133.0,5.0,36.0,7.0,2.0
train:103449,460e87184fe8c932a562d784ce6d5a64779c0504,train,103449,python,gpt,gh,ai,145.0,7.0,38.0,9.0,4.0
train:155035,ba4526bd8402479d56767812e9368ea14878d7bd,train,155035,python,qwen1.5,lc,ai,560.0,18.0,198.0,13.0,9.0
train:137458,808dd092216830afa7f4972e0949b86de4fafb45,train,137458,python,llama3.1,lc,ai,130.0,7.0,62.0,7.0,1.0
train:27022,0daeda58b7f51165b6908ec48cf53d11f1b869ce,train,27022,python,human,gh,human,1758.0,50.0,318.0,13.0,16.0
train:125572,05c9089d3d14c929989e1feb1bf9aacdb23256df,train,125572,python,nxcode,lc,ai,122.0,8.0,41.0,5.0,1.0
train:11842,7d5c5a2fab9090d7a9ffa4df0c07c0242e6045b4,train,11842,python,human,gh,human,209.0,5.0,63.0,9.0,2.0
train:175426,75bccf80daa419e023ccfe18c7f50cdd1e920e9d,train,175426,python,codellama,lc,ai,114.0,7.0,39.0,5.0,2.0
train:131331,2ce1f47788da17554289841b661f7ec09fb187be,train,131331,python,nxcode,lc,ai,31.0,1.0,10.0,0.0,0.0
train:172728,d524984607feeab0f47934b1ab11b63a5fefdd67,train,172728,python,codellama,lc,ai,274.0,6.0,70.0,10.0,3.0
train:86625,2580f1552bef4f218b33e4ca0674d27322b717b3,train,86625,python,human,cf,human,70.0,8.0,46.0,11.0,2.0
train:79696,ca6178c9de831cb43a6a56e137070d20a89f8b3c,train,79696,python,human,cf,human,88.0,4.0,57.0,12.0,1.0
train:90819,be55e7e79c2da77d9defa0621d57050d12e096d0,train,90819,python,codellama,cf,ai,357.0,20.0,142.0,9.0,3.0
train:173482,4be45cb110775a9fbea1d993b65e5852552438d5,train,173482,python,codellama,lc,ai,460.0,27.0,129.0,8.0,4.0
train:40836,3854d410eb04b22c915065e376de201cc6be36ec,train,40836,python,human,gh,human,474.0,16.0,64.0,7.0,3.0
train:175739,e19a033cb774b23e1d7d14ab9baeeaec0ca800b9,train,175739,python,codellama,lc,ai,101.0,2.0,30.0,8.0,1.0
train:75725,6816fb000b0f8d2da7744071f96b6a124c9bd582,train,75725,python,human,cf,human,1056.0,87.0,437.0,13.0,8.0
train:97336,eb72d158aaca315837a03381e869fff675e80c8b,train,97336,python,gpt,gh,ai,1136.0,42.0,239.0,12.0,11.0
train:155093,ef5c720c6f537f1bc63f8f29c65f9cdfef67fd58,train,155093,python,qwen1.5,lc,ai,381.0,10.0,74.0,7.0,2.0
train:104469,e9ec1087e119e547fb2e820da2a95efd935eb3c8,train,104469,python,qwen1.5,gh,ai,64.0,3.0,20.0,3.0,1.0
train:9655,4927e3060c6cc569e7ef40e54dd717ca3ef4ccc6,train,9655,python,human,gh,human,180.0,6.0,42.0,8.0,2.0
train:26500,f640af3bc37dcd36b971ed03b48d7f58bd2a7793,train,26500,python,human,gh,human,228.0,7.0,56.0,7.0,3.0
train:20475,3570bc442c1172bf497d0b7bf19de84e54ea325a,train,20475,python,human,gh,human,617.0,19.0,137.0,9.0,3.0
train:140378,e63bf0c0eb90bb0bf58ba6846251738defc4bd43,train,140378,python,llama3.1,lc,ai,228.0,12.0,90.0,10.0,1.0
train:159894,31b3f6955d06b0654bba9358d0f77bdb8d924fb1,train,159894,python,qwen1.5,lc,ai,436.0,11.0,89.0,8.0,7.0
train:42454,3e0e14c8238316cfb7d667395c92e043127d300f,train,42454,python,human,gh,human,194.0,6.0,56.0,8.0,4.0
train:163444,d86856b0ea6a944e32cf9d854a052c38f95adbab,train,163444,python,qwen1.5,lc,ai,489.0,12.0,192.0,12.0,5.0
train:131941,8a4e74fc71eb5ae525027ae1371df099eb54da36,train,131941,python,nxcode,lc,ai,22.0,1.0,8.0,0.0,0.0
train:57244,038c00a212fa743113598a3ddf556f8ad78286da,train,57244,python,human,cf,human,203.0,19.0,134.0,8.0,6.0
train:118795,69990706a99e13c4cf19d8e8fc4ecb9e70bfefef,train,118795,python,nxcode,lc,ai,432.0,14.0,105.0,8.0,2.0
train:163960,9a37c8401f2a2593c29929c778ae62a89944e1d1,train,163960,python,codellama,lc,ai,46.0,2.0,12.0,3.0,1.0
train:47946,55c23f6ae55664bbe0cb2f0680afab7487f58eb7,train,47946,python,human,gh,human,159.0,4.0,29.0,6.0,1.0
train:13600,8ecbdc421cbb52ea6f1e340aed729d53d5057b17,train,13600,python,human,gh,human,725.0,21.0,160.0,10.0,7.0
train:48682,86e86482ff8add3973c24054f25fc5ea00ead23a,train,48682,python,human,gh,human,173.0,5.0,43.0,10.0,1.0
train:62038,9f4bbf7828887a7f4e787f49dccb4a1db0870ab5,train,62038,python,human,cf,human,308.0,35.0,126.0,7.0,5.0
train:114052,a858bb9888cb74e2b0d88c63bfcef557c6240af7,train,114052,python,qwen1.5,gh,ai,45.0,6.0,16.0,3.0,1.0
train:55806,bc7e62b816d2e4c6eeafa79c246065d836589489,train,55806,python,human,cf,human,453.0,40.0,218.0,9.0,3.0
train:156981,f8b7020743ae4e8f78cb9bce68d47d6c166ef9db,train,156981,python,qwen1.5,lc,ai,38.0,1.0,9.0,0.0,0.0
train:123243,9bc83e62e70498467d943a0aa3c0fd754aa66ebd,train,123243,python,nxcode,lc,ai,548.0,18.0,114.0,8.0,4.0
train:53575,9c042a95e660a4dd73d38d474315476a201c77d2,train,53575,python,human,gh,human,136.0,3.0,39.0,7.0,1.0
train:63002,9057f3c8f2018bc3b241927cad9ff7739cf58185,train,63002,python,human,cf,human,918.0,72.0,351.0,12.0,12.0
train:23597,493d4c22faecf8a3bf6bea3db84d3e0ae69b2cac,train,23597,python,human,gh,human,691.0,11.0,125.0,6.0,1.0
train:123674,25c1f2e329f9abdf164fc1fe65dbdff84c1c157c,train,123674,python,nxcode,lc,ai,214.0,9.0,63.0,8.0,2.0
train:175186,d36a873e5ffffc61d82594165f83598dee14888f,train,175186,python,codellama,lc,ai,339.0,12.0,93.0,6.0,2.0
train:53684,b6735926bf8844c0fd0b064c04c67676ff25b492,train,53684,python,human,gh,human,2109.0,58.0,375.0,11.0,14.0
train:68039,a54f18e09cc5215ea0e4a9afeb132fadc927c16b,train,68039,python,human,cf,human,207.0,14.0,69.0,11.0,3.0
train:39878,64a2ad63025466c64d685a0d0d037ddeb1e5a14d,train,39878,python,human,gh,human,465.0,12.0,107.0,9.0,4.0
train:173081,d41e9b291f55ee833960c03e48f277f63238cb79,train,173081,python,codellama,lc,ai,63.0,2.0,29.0,7.0,1.0
train:129859,83f2a04efc07c771d79236360423059a78d0ebd0,train,129859,python,nxcode,lc,ai,100.0,8.0,45.0,7.0,2.0
train:16280,5ced741188a0c6ac2832c197a02b701d5fa8b75e,train,16280,python,human,gh,human,686.0,30.0,172.0,10.0,8.0
train:11109,4ef38d6501ca9e3238d3bd13179f3c7862697481,train,11109,python,human,gh,human,419.0,9.0,67.0,6.0,1.0
train:85119,96e7da5c14ec5c3c679ebe7f3ed9675969bb6da3,train,85119,python,human,cf,human,2067.0,167.0,870.0,11.0,24.0
train:57418,553ee8d0746fcde928f722a183fe5511d553924d,train,57418,python,human,cf,human,4252.0,379.0,1445.0,11.0,16.0
train:151578,f4bb4acfe6c8b954fea8e0295438734fe72a85be,train,151578,python,qwen1.5,lc,ai,1370.0,45.0,427.0,9.0,14.0
train:123820,a2dc012a512f04ea0d0152a93d821a40660468ee,train,123820,python,nxcode,lc,ai,1399.0,62.0,426.0,8.0,9.0
train:19881,982a6d4071638279e15331ef8a73a7d26ec4e024,train,19881,python,human,gh,human,176.0,5.0,44.0,7.0,1.0
train:32730,503625e971be8c30aba57220fb0d9f861dc06f89,train,32730,python,human,gh,human,368.0,11.0,80.0,7.0,1.0
train:137778,da62fb8a003576469eea09a459bbd92c1b8f1583,train,137778,python,llama3.1,lc,ai,266.0,10.0,77.0,7.0,1.0
train:138472,4cb59837b695fba49d61bbd639f3e3b55d967d34,train,138472,python,llama3.1,lc,ai,304.0,11.0,103.0,9.0,3.0
train:36841,0c9e98089dd10dec73b4227ff88bebad755b775e,train,36841,python,human,gh,human,656.0,14.0,148.0,10.0,6.0
train:40011,6e30f65e7c4fbc677b923c00a75fbcb567b8bab6,train,40011,python,human,gh,human,115.0,6.0,41.0,7.0,1.0
train:85660,8c4f6c09bf346f80daa3a46374142e00dfdaaa3d,train,85660,python,human,cf,human,332.0,25.0,198.0,11.0,5.0
train:82907,a6c39acd00b0059f631ea876f02b37a3cc78e929,train,82907,python,human,cf,human,175.0,9.0,92.0,9.0,4.0
train:167105,19f8bfe82675e18887d10fabfc7a7d699aba539f,train,167105,python,codellama,lc,ai,198.0,8.0,85.0,8.0,1.0
train:90631,43acaeacb98a83a6f5aad925fdaa70fcd06417dd,train,90631,python,gpt,cf,ai,709.0,31.0,229.0,11.0,9.0
train:3725,520296e3227645952a1e87b75cebf43c38c83f02,train,3725,python,human,gh,human,157.0,7.0,54.0,8.0,1.0
train:116058,05e4eb1d6cd40ad827af4d2b74fe90635f2ec231,train,116058,python,nxcode,gh,ai,205.0,6.0,60.0,8.0,3.0
train:71368,724319bf478590c6af5434874f6ce417391e3045,train,71368,python,human,cf,human,124.0,10.0,67.0,8.0,2.0
train:31380,53b1a7f859bb74fee3cda57a5ba8c6becdabb69f,train,31380,python,human,gh,human,269.0,7.0,53.0,7.0,2.0
train:35221,3be2a6c8155bcd4f6e300f02eeee8c1ede51e528,train,35221,python,human,gh,human,512.0,12.0,99.0,9.0,3.0
train:74017,ee700378fa7293678351cdecb4544985bbc2aabc,train,74017,python,human,cf,human,960.0,111.0,521.0,9.0,13.0
train:11661,5328245c8cfaa1de67c42c9a397772280a5ab657,train,11661,python,human,gh,human,343.0,7.0,66.0,10.0,4.0
train:71310,a3b0752d95ad75dee74e2f77fef30d5dac1acee7,train,71310,python,human,cf,human,452.0,50.0,186.0,8.0,6.0
train:1772,1d2e2f83376b4f6bb45c28e2e623c63aae778aff,train,1772,python,human,gh,human,294.0,14.0,82.0,6.0,1.0
train:47272,cb5a64168e5c35e9d9f58675732f76103d93bddb,train,47272,python,human,gh,human,1674.0,42.0,239.0,12.0,3.0
train:131312,da2fb5d6a3da48ac8d75763e2b10013b7befdb24,train,131312,python,nxcode,lc,ai,341.0,6.0,113.0,7.0,3.0
train:37791,f9e235096d90e50ed40c8ff3acc5791ecbe15076,train,37791,python,human,gh,human,168.0,5.0,42.0,7.0,1.0
train:120814,fcfad0379f1920b03cc0d5b5dee0326f86141a40,train,120814,python,nxcode,lc,ai,254.0,11.0,68.0,0.0,0.0
train:85732,517efefeb526678dd3b120da7af27203e9dcd2b4,train,85732,python,human,cf,human,1370.0,123.0,543.0,9.0,11.0
train:40208,8a1e07e6780573e861df4776777d55d6da2eecac,train,40208,python,human,gh,human,187.0,6.0,38.0,7.0,1.0
train:145989,7916cae61269547df5038b17917d582ff41fbef8,train,145989,python,llama3.1,lc,ai,104.0,5.0,42.0,6.0,1.0
train:24263,0f563bbf931227f641e8a3798e17ca866ae66ca9,train,24263,python,human,gh,human,362.0,13.0,87.0,10.0,1.0
train:50278,7c77f24118cb91a1efb005999d6563575aa749f8,train,50278,python,human,gh,human,809.0,16.0,183.0,13.0,8.0
train:13535,9320e2b2620cfd111cf746a74456c8012c375bca,train,13535,python,human,gh,human,382.0,14.0,97.0,8.0,7.0
train:144241,e20257fc383724a95c1431ab82bc5b0dab7e0730,train,144241,python,llama3.1,lc,ai,139.0,3.0,41.0,9.0,3.0
train:143080,72e68eabab9223082f5ffdabe3387e050c4a0fc5,train,143080,python,llama3.1,lc,ai,487.0,19.0,147.0,10.0,5.0
train:157641,46b4110bc0301e20d861d2dce4ddb822ebd6c566,train,157641,python,qwen1.5,lc,ai,88.0,3.0,28.0,7.0,1.0
train:99457,4d4fb8b3adbbe54a250fa60930036aa1b0f7324a,train,99457,python,qwen1.5,gh,ai,126.0,3.0,40.0,11.0,1.0
train:93221,223dbc0ee79cdc98317ee8ecd63e5415e255d140,train,93221,python,codellama,cf,ai,244.0,15.0,75.0,9.0,4.0
train:101473,660092cea885806596f9ac26f24028173b205f6c,train,101473,python,nxcode,gh,ai,261.0,10.0,63.0,7.0,2.0
train:272,1cd70aca94ddb9f21432ffbfd87756b77f48c2ea,train,272,python,human,gh,human,163.0,6.0,44.0,6.0,2.0
train:55497,083527a49e9baa8ee8812e822a74ecc3aa9701de,train,55497,python,human,cf,human,130.0,15.0,63.0,6.0,3.0
train:112170,57974cde34729a25999091fb6f6bd24829181c7a,train,112170,python,qwen1.5,gh,ai,42.0,4.0,14.0,3.0,1.0
train:107125,45bf83122834865eb00bc568f9d06c21fafc7deb,train,107125,python,codellama,gh,ai,137.0,4.0,0.0,0.0,0.0
train:48516,70195506d98a03903254b1d2d1cebaa941f0e715,train,48516,python,human,gh,human,767.0,20.0,117.0,8.0,5.0
train:41636,441cf89835e21ff6e784dfc48ac06c2d2cf64223,train,41636,python,human,gh,human,1040.0,42.0,137.0,5.0,1.0
train:176840,c51dbb649c4ad4be68051c2343ad259d40fb110d,train,176840,python,codellama,lc,ai,65.0,4.0,33.0,5.0,1.0
train:120959,4811a0987707c25c8f20af72f3df39e514acbf8a,train,120959,python,nxcode,lc,ai,416.0,15.0,151.0,9.0,6.0
train:134259,e77b2a27b2d6139000af3c1af142d78d01b59f6d,train,134259,python,llama3.1,lc,ai,677.0,27.0,228.0,9.0,7.0
train:80708,1c2318bb013ffcf494cda780b8b088be037a985e,train,80708,python,human,cf,human,12205.0,1315.0,4658.0,11.0,97.0
train:74486,eeb30fc96898e0ebd7af6a8c6e9931b9c963ecf8,train,74486,python,human,cf,human,202.0,22.0,122.0,11.0,3.0
train:97199,79b3dca997b741e0b05622f9cc48fb427edf67e0,train,97199,python,qwen1.5,gh,ai,42.0,3.0,13.0,3.0,1.0
train:90913,559f1a0c8e9b1a3063c56d4577d30fbd0f043661,train,90913,python,codellama,cf,ai,372.0,33.0,179.0,0.0,0.0
train:102604,92fa65303100f1bbcd42f14704f94b7f07da1c56,train,102604,python,nxcode,gh,ai,79.0,3.0,26.0,6.0,1.0
train:64031,344369299c5f49e7fe1a6274e25bda5613b13980,train,64031,python,human,cf,human,1150.0,98.0,607.0,9.0,11.0
train:74466,2db2a7e32f51e1f69d537fa400fa5d2274fa3dd5,train,74466,python,human,cf,human,762.0,49.0,407.0,12.0,6.0
train:108866,308ee470e7dbf2c64217a9a095099fa0bd536e91,train,108866,python,gpt,gh,ai,424.0,13.0,83.0,9.0,3.0
train:147355,a2015ef1fcb26a4ec8196876dc1463e1ba5ccfa5,train,147355,python,codellama,lc,ai,70.0,2.0,26.0,7.0,1.0
train:101322,8695f25d4185453dbc634678bf8c4848d77a53b5,train,101322,python,llama3.1,gh,ai,475.0,28.0,128.0,0.0,0.0
train:85462,7b8687490ef1d68b615d7f6c1e3676100fafbe0f,train,85462,python,human,cf,human,1631.0,176.0,747.0,10.0,11.0
train:127831,ccb91349c80c19725cc30bd805e2bedff0aa5486,train,127831,python,nxcode,lc,ai,139.0,6.0,33.0,5.0,1.0
train:20831,e5cbdf2dbf1df1afa01b557e6f1a9d3930a1bcc2,train,20831,python,human,gh,human,527.0,16.0,112.0,7.0,6.0
train:20974,952f6472eccb6975577b5bd4dd137e596f5edebc,train,20974,python,human,gh,human,193.0,5.0,39.0,7.0,1.0
train:132536,c89e0f83b51fa8a980eadbfed39f8f67401ad0d5,train,132536,python,llama3.1,lc,ai,44.0,2.0,16.0,5.0,1.0
train:12732,1eb930e765326f52f95b53655808b80b09f66ca0,train,12732,python,human,gh,human,208.0,10.0,52.0,6.0,3.0
train:88346,831e3e9fbfafc0c1b7bdd5ebed1c7595817869fc,train,88346,python,human,cf,human,551.0,51.0,210.0,10.0,7.0
train:114477,00f6bff81016a9c5bb2948140090e75ab0517107,train,114477,python,codellama,gh,ai,108.0,3.0,18.0,5.0,1.0
train:115174,e795055f5e0ae49647a949de735eca1c661ef5ce,train,115174,python,llama3.1,gh,ai,89.0,5.0,32.0,6.0,1.0
train:106770,dfb6773e47fb9c89ae83b9676271922b2d937628,train,106770,python,qwen1.5,gh,ai,158.0,6.0,39.0,7.0,1.0
train:65175,a5ae18cf3791761a2d4b1e2990973c1b5d8e65ee,train,65175,python,human,cf,human,3420.0,268.0,1314.0,11.0,20.0
train:41861,b5f4771d6393ca3a980b39880512c4dd5a5d4811,train,41861,python,human,gh,human,321.0,9.0,87.0,8.0,4.0
train:10986,09beb699031df8c386041ebe128203b88e3d57e1,train,10986,python,human,gh,human,398.0,12.0,94.0,8.0,4.0
train:66901,f825000b1cb29ce56c535fb02f7d216a46110540,train,66901,python,human,cf,human,392.0,35.0,183.0,9.0,4.0
train:68533,28fdfb279b5a585747df0c3e813b1ed8de57900e,train,68533,python,human,cf,human,239.0,14.0,109.0,11.0,5.0
train:13028,8b195c1fce226936450444bc78c26c3ad60106c0,train,13028,python,human,gh,human,143.0,5.0,38.0,7.0,3.0
train:127594,21da2dbe91ed587f93c51e363d32403f472c7271,train,127594,python,nxcode,lc,ai,148.0,18.0,41.0,0.0,0.0
train:26367,a9f48d3593a945a644eed272c8cc04fdc4449154,train,26367,python,human,gh,human,550.0,23.0,0.0,0.0,0.0
train:46431,b58d3d066856e64b0d3c4e6c3302d59ff447e31f,train,46431,python,human,gh,human,172.0,8.0,50.0,6.0,2.0
train:8815,490e137e1c073145c12a67f6db0732841959970a,train,8815,python,human,gh,human,727.0,33.0,201.0,8.0,8.0
train:33331,b91bf3ede7949162685c3a65a548f74f0760772c,train,33331,python,human,gh,human,201.0,7.0,40.0,7.0,1.0
train:93670,8378b1426d68d08d049ab31e025e2b17993ad12a,train,93670,python,gpt,gh,ai,338.0,12.0,96.0,11.0,4.0
train:31196,185ea59eb83e4b12edc038fa20291571abf00548,train,31196,python,human,gh,human,1922.0,56.0,339.0,11.0,5.0
train:26601,b6327b4a74294995f88d01c0e1278749abc7505d,train,26601,python,human,gh,human,204.0,8.0,56.0,7.0,3.0
train:172626,9396fc27e61f1434e0a506cb9855cfaebe69a22a,train,172626,python,codellama,lc,ai,88.0,4.0,35.0,9.0,1.0
train:78635,fa884ba7768ffc8b37a6949fa647e1a9a5504bd1,train,78635,python,human,cf,human,1128.0,112.0,471.0,11.0,11.0
train:137187,5bc4e8dce384a4e9d9aad2d9a86238142c4aa6cb,train,137187,python,llama3.1,lc,ai,250.0,11.0,115.0,12.0,3.0
train:98173,081db5766e3441cc16ad9615f676859d4919f641,train,98173,python,codellama,gh,ai,277.0,12.0,0.0,0.0,0.0
train:35819,9f10d074a432ee91847fa98fe8748474205c30ad,train,35819,python,human,gh,human,295.0,6.0,50.0,7.0,3.0
train:27457,3c8cdc34e1058be5dfa96973fe7cf2f7898fa0e7,train,27457,python,human,gh,human,634.0,18.0,115.0,8.0,4.0
train:159795,7a61a405a5960bcc19b471d5ae29e4eb9b2200bd,train,159795,python,qwen1.5,lc,ai,53.0,3.0,28.0,6.0,2.0
train:151721,fb2d130533b29714ea689a1e929fadad0b4c6396,train,151721,python,qwen1.5,lc,ai,91.0,3.0,33.0,6.0,2.0
train:151432,795f4203e84f6c376939cd9557ca21d66585ed98,train,151432,python,qwen1.5,lc,ai,800.0,25.0,251.0,12.0,9.0
train:156753,b696cb7a21016f90c144cda6433a375afd2c13e0,train,156753,python,qwen1.5,lc,ai,148.0,11.0,61.0,5.0,1.0
train:86159,4feea0bed8951c902243285af4ed591356b9a78a,train,86159,python,human,cf,human,175.0,15.0,85.0,9.0,3.0
train:149753,70d90e7fd4438f79ae01acfaca06bc9bb0bc039b,train,149753,python,qwen1.5,lc,ai,569.0,22.0,110.0,8.0,4.0
train:38204,185ce11ed3b9814ce994ddd8b8a5ad92809921ae,train,38204,python,human,gh,human,1400.0,32.0,259.0,14.0,14.0
